attraction,city,country,hotel,number_of_rooms,budget,website,RelevanceScore
Brandenburg Gate,Berlin,Germany,Park Inn by Radisson Berlin City West,1,73.43,https://www.agoda.com/en-gb/park-inn-by-radisson-berlin-city-west/hotel/berlin-de.html,0.8276018331395409
Brandenburg Gate,Berlin,Germany,Hotel Sylter Hof Berlin,1,68.01,https://www.agoda.com/en-gb/hotel-sylter-hof-berlin/hotel/berlin-de.html,3.5572750648300326
Brandenburg Gate,Berlin,Germany,PLUS BERLIN Hotel & Hostel,1,25.26,https://www.agoda.com/en-gb/plus-berlin-hotel-hostel/hotel/berlin-de.html,-0.3620645738051894
Brandenburg Gate,Berlin,Germany,Hotel & Apartments Zarenhof Berlin Friedrichshain,1,100.81,https://www.agoda.com/en-gb/hotel-apartments-zarenhof-berlin-friedrichshain/hotel/berlin-de.html,-2.511556657196756
Brandenburg Gate,Berlin,Germany,Hotel 103,4,111.54,https://www.agoda.com/en-gb/hotel-103/hotel/berlin-de.html,0.1791188458514399
Brandenburg Gate,Berlin,Germany,Best Western Hotel Berlin Kurfuerstendamm,1,96.02,https://www.agoda.com/en-gb/best-western-hotel-berlin-kurfuerstendamm/hotel/berlin-de.html,-2.2529398839982173
Brandenburg Gate,Berlin,Germany,Novum Hotel Aldea Berlin Zentrum,1,62.08,https://www.agoda.com/en-gb/novum-hotel-aldea-berlin-zentrum/hotel/berlin-de.html,4.165185102422489
Brandenburg Gate,Berlin,Germany,Aparthotel Adagio Berlin Kurfurstendamm,2,73.91,http://www.booking.com/hotel/de/adagio-city-aparthotel-berlin-kurfurstendamm.en-gb.html,2.2807093524422357
Brandenburg Gate,Berlin,Germany,Hotel Bonverde (Wannsee-Hof),2,82.38,http://www.booking.com/hotel/de/hotel-bonverde.en-gb.html,3.682221219843859
Brandenburg Gate,Berlin,Germany,Hotel Delta am Potsdamer Platz,1,64.31,https://www.agoda.com/en-gb/hotel-delta-am-potsdamer-platz/hotel/berlin-de.html,3.3559147161723013
Brandenburg Gate,Berlin,Germany,Ibis Styles Berlin an der Oper,1,72.5,https://www.agoda.com/en-gb/ibis-styles-berlin-an-der-oper/hotel/berlin-de.html,-0.9181177737451476
Brandenburg Gate,Berlin,Germany,Mercure Hotel Berlin Am Alexanderplatz,1,86.76,https://www.agoda.com/en-gb/mercure-hotel-berlin-am-alexanderplatz/hotel/berlin-de.html,0.917831759711682
Brandenburg Gate,Berlin,Germany,Hotel Nikolai Residence,2,92.74,https://www.agoda.com/en-gb/hotel-nikolai-residence/hotel/berlin-de.html,6.503701805072059
Brandenburg Gate,Berlin,Germany,Maritim Berlin Hotel,1,129.51,https://www.agoda.com/en-gb/maritim-berlin-hotel/hotel/berlin-de.html,2.4929734303281763
Brandenburg Gate,Berlin,Germany,iBis Berlin Spandau,1,51.81,https://www.agoda.com/en-gb/ibis-berlin-spandau/hotel/berlin-de.html,0.1760245635720542
Brandenburg Gate,Berlin,Germany,Hotel-Pension Gasteiner Hof,1,38.21,https://www.agoda.com/en-gb/hotel-pension-gasteiner-hof/hotel/berlin-de.html,2.128615118178491
Brandenburg Gate,Berlin,Germany,Hotel Bernstein,1,54.26,https://www.agoda.com/en-gb/hotel-bernstein/hotel/berlin-de.html,-3.521409087891038
Brandenburg Gate,Berlin,Germany,Hotel Elegia am Kurfurstendamm,1,87.82,https://www.agoda.com/en-gb/hotel-elegia-am-kurfurstendamm/hotel/berlin-de.html,0.2215581497530283
Brandenburg Gate,Berlin,Germany,Hotel Adam,1,44.4,https://www.agoda.com/en-gb/hotel-adam/hotel/berlin-de.html,-1.887741073372544
Brandenburg Gate,Berlin,Germany,Boutique Hotel Alexander,1,81.59,https://www.agoda.com/en-gb/boutique-hotel-alexander/hotel/berlin-de.html,-0.4337575930546473
Brandenburg Gate,Berlin,Germany,Hotel Bellevue am Kurfurstendamm,1,37.74,https://www.agoda.com/en-gb/hotel-bellevue-am-kurfurstendamm/hotel/berlin-de.html,2.1575010381901136
Brandenburg Gate,Berlin,Germany,Hotel Astrid am Kurfuerstendamm,1,58.22,https://www.agoda.com/en-gb/hotel-astrid-am-kurfuerstendamm/hotel/berlin-de.html,-0.9381495424250466
Brandenburg Gate,Berlin,Germany,Hotel Comenius,1,68.38,https://www.agoda.com/en-gb/hotel-comenius/hotel/berlin-de.html,-0.5928341205994018
Brandenburg Gate,Berlin,Germany,Novum Hotel Ravenna Berlin Steglitz,1,55.03,https://www.agoda.com/en-gb/novum-hotel-ravenna-berlin-steglitz/hotel/berlin-de.html,-0.9662072135023784
Brandenburg Gate,Berlin,Germany,Hyperion Hotel Berlin,1,81.9,https://www.agoda.com/en-gb/hyperion-hotel-berlin/hotel/berlin-de.html,-0.5507870198117173
Brandenburg Gate,Berlin,Germany,Abion Spreebogen Waterside Hotel,1,103.35,https://www.agoda.com/en-gb/abion-spreebogen-waterside-hotel/hotel/berlin-de.html,-4.10674559121587
Brandenburg Gate,Berlin,Germany,Ibis Styles Treptow,2,70.05,https://www.agoda.com/en-gb/ibis-styles-treptow/hotel/berlin-de.html,1.777113401867145
Brandenburg Gate,Berlin,Germany,Seminaris CampusHotel Lifestyle + Design Berlin,1,79.05,https://www.agoda.com/en-gb/seminaris-campushotel-lifestyle-design-berlin/hotel/berlin-de.html,0.5788633676170845
Brandenburg Gate,Berlin,Germany,Honigmond Boutique Hotel,1,100.64,https://www.agoda.com/en-gb/honigmond-boutique-hotel/hotel/berlin-de.html,-1.2321921421469753
Brandenburg Gate,Berlin,Germany,Hotel-Maison Am Olivaer Platz,1,77.94,https://www.agoda.com/en-gb/hotel-maison-am-olivaer-platz/hotel/berlin-de.html,-3.36257260223595
Brandenburg Gate,Berlin,Germany,The Dude,1,105.68,https://www.agoda.com/en-gb/the-dude/hotel/berlin-de.html,1.413811950936788
Brandenburg Gate,Berlin,Germany,Hotel am Borsigturm,1,538.81,http://www.booking.com/hotel/de/borsigturm.en-gb.html,3.013745773596489
Brandenburg Gate,Berlin,Germany,Park Plaza Berlin Kudamm,2,168.11,http://www.booking.com/hotel/de/kudamm.en-gb.html,3.7757398798630177
Brandenburg Gate,Berlin,Germany,AZIMUT Hotel Kurfuerstendamm Berlin,4,95.03,http://www.booking.com/hotel/de/fruehlingch.en-gb.html,3.994048623889014
Brandenburg Gate,Berlin,Germany,Hotel Augusta Am Kurfurstendamm,1,35.77,http://www.booking.com/hotel/de/augustamedotel.en-gb.html,-4.260392913097448
Brandenburg Gate,Berlin,Germany,Savoy Berlin,1,95.81,http://www.booking.com/hotel/de/savoyberlin.en-gb.html,-1.475336852724917
Brandenburg Gate,Berlin,Germany,Ku'Damm 101 Hotel,1,86.58,http://www.booking.com/hotel/de/kudamm101.en-gb.html,-3.658328866464186
Brandenburg Gate,Berlin,Germany,relexa hotel Stuttgarter Hof,1,64.29,http://www.booking.com/hotel/de/relaxa-stuttgarter-hof.en-gb.html,-2.440433483478968
Brandenburg Gate,Berlin,Germany,DameritzSeehotel,1,74.89,https://www.agoda.com/en-gb/dameritzseehotel/hotel/berlin-de.html,-1.1571257440127076
Brandenburg Gate,Berlin,Germany,Hotel Seifert Berlin am Kurfurstendamm,1,106.68,http://www.booking.com/hotel/de/seifert-berlin.en-gb.html,-3.4015105387152245
Brandenburg Gate,Berlin,Germany,Quentin XL Potsdamer Platz,2,64.54,https://www.agoda.com/en-gb/quentin-xl-potsdamer-platz_3/hotel/berlin-de.html,4.067870680902904
Brandenburg Gate,Berlin,Germany,The Circus Hotel,2,117.91,https://www.agoda.com/en-gb/the-circus-hotel/hotel/berlin-de.html,-0.1506707653195884
Brandenburg Gate,Berlin,Germany,Pullman Berlin Schweizerhof Hotel,2,102.91,https://www.agoda.com/en-gb/pullman-berlin-schweizerhof-hotel/hotel/berlin-de.html,2.932297160550624
Brandenburg Gate,Berlin,Germany,artotel berlin mitte by park plaza,2,103.28,https://www.agoda.com/en-gb/artotel-berlin-mitte-by-park-plaza/hotel/berlin-de.html,4.733918534713872
Brandenburg Gate,Berlin,Germany,25hours Hotel Bikini Berlin,2,139.58,https://www.agoda.com/en-gb/25hours-hotel-bikini-berlin_14/hotel/berlin-de.html,0.7979384053011459
Brandenburg Gate,Berlin,Germany,Akademie Hotel Pankow,1,85.31,http://www.booking.com/hotel/de/akademie-berlin.en-gb.html,1.4627341572206485
Brandenburg Gate,Berlin,Germany,Sir Savigny Hotel,1,113.46,https://www.agoda.com/en-gb/sir-savigny-hotel/hotel/berlin-de.html,0.9892626079147192
Brandenburg Gate,Berlin,Germany,artotel berlin kudamm,2,61.97,https://www.agoda.com/en-gb/artotel-berlin-kudamm/hotel/berlin-de.html,4.801174362643268
Bruges Canals,Bruges,Belgium,B&B Con Ampere,1,88.62,https://www.agoda.com/en-gb/b-b-con-ampere/hotel/bruges-be.html,-1.538799433439063
Bruges Canals,Bruges,Belgium,Jacobs Hotel,1,82.36,https://www.agoda.com/en-gb/jacobs-hotel/hotel/bruges-be.html,0.9289651494089206
Bruges Canals,Bruges,Belgium,Hotel Restaurant Weinebrugge,1,280.44,https://www.agoda.com/en-gb/hotel-restaurant-weinebrugge/hotel/bruges-be.html,-0.3410072992644669
Bruges Canals,Bruges,Belgium,Hotel Asiris,1,79.75,https://www.agoda.com/en-gb/hotel-asiris/hotel/bruges-be.html,2.838655610196351
Bruges Canals,Bruges,Belgium,Hotel Prinsenhof,1,198.69,https://www.agoda.com/en-gb/hotel-prinsenhof/hotel/bruges-be.html,-4.33329904982207
Bruges Canals,Bruges,Belgium,Hotel Pannenhuis,1,124.06,https://www.agoda.com/en-gb/hotel-pannenhuis/hotel/bruges-be.html,-0.2588930322001006
Bruges Canals,Bruges,Belgium,Floris Karos Hotel Bruges,1,64.21,https://www.agoda.com/en-gb/floris-karos-hotel-bruges/hotel/bruges-be.html,-4.553139746627324
Château de Chenonceau,Chenonceaux,France,Hostel Du Roy,1,65.3,https://www.agoda.com/en-gb/hostel-du-roy/hotel/chenonceaux-fr.html,0.4815525820325382
Colosseum,Rome,Italy,The Talent Hotel,1,107.59,https://www.agoda.com/en-gb/the-talent-hotel/hotel/rome-it.html,-0.3104913694421837
Colosseum,Rome,Italy,Hotel Metropolis,1,90.42,https://www.agoda.com/en-gb/hotel-metropolis/hotel/rome-it.html,0.920033638136321
Colosseum,Rome,Italy,Hotel Giardino Europa,1,52.16,https://www.agoda.com/en-gb/hotel-giardino-europa/hotel/rome-it.html,-0.1290228021918417
Colosseum,Rome,Italy,Hotel Relais Fontana di Trevi,1,207.97,https://www.agoda.com/en-gb/hotel-relais-fontana-di-trevi/hotel/rome-it.html,-2.8960531317854463
Colosseum,Rome,Italy,Hotel Ripa Roma,1,85.92,https://www.agoda.com/en-gb/hotel-ripa-roma/hotel/rome-it.html,1.9831675550979864
Colosseum,Rome,Italy,Hotel dei Barbieri,1,105.48,https://www.agoda.com/en-gb/hotel-dei-barbieri/hotel/rome-it.html,1.8223259771960767
Colosseum,Rome,Italy,Hotel Daniela,2,175.72,http://www.booking.com/hotel/it/hoteldanielarome.en-gb.html,3.9805816520870314
Colosseum,Rome,Italy,Cambridge Hotel,1,277.93,http://www.booking.com/hotel/it/cambridgerome.en-gb.html,2.4668266559293617
Colosseum,Rome,Italy,Hotel Relais Dei Papi,1,45.29,https://www.agoda.com/en-gb/hotel-relais-dei-papi/hotel/rome-it.html,1.3188778152365055
Colosseum,Rome,Italy,Hotel Emmaus,1,99.59,http://www.booking.com/hotel/it/emmaus.en-gb.html,-0.768516277926978
Colosseum,Rome,Italy,Hotel Pace Helvezia,1,62.93,https://www.agoda.com/en-gb/hotel-pace-helvezia/hotel/rome-it.html,0.2604156405810293
Colosseum,Rome,Italy,Hearth Hotel,1,55.25,https://www.agoda.com/en-gb/hearth-hotel/hotel/rome-it.html,0.3523127644830353
Colosseum,Rome,Italy,Hotel 325 Tor Vergata,1,54.25,https://www.agoda.com/en-gb/hotel-325-tor-vergata/hotel/rome-it.html,-1.7854443711232648
Colosseum,Rome,Italy,Hotel Appia 442,1,70.33,https://www.agoda.com/en-gb/hotel-appia-442/hotel/rome-it.html,0.2502409156427254
Colosseum,Rome,Italy,Hotel Ferrari,1,35.26,https://www.agoda.com/en-gb/hotel-ferrari/hotel/rome-it.html,1.7163527412209518
Colosseum,Rome,Italy,Hotel Il Cantico,1,52.49,https://www.agoda.com/en-gb/hotel-il-cantico/hotel/rome-it.html,6.349413630686462
Colosseum,Rome,Italy,Stendhal Luxury Suites,1,207.96,https://www.agoda.com/en-gb/stendhal-luxury-suites/hotel/rome-it.html,-4.552921091510479
Colosseum,Rome,Italy,Black Hotel,1,65.24,http://www.booking.com/hotel/it/blackroma.en-gb.html,-3.094695089606716
Colosseum,Rome,Italy,Hotel Athena,1,31.66,https://www.agoda.com/en-gb/hotel-athena/hotel/rome-it.html,1.5222533143324328
Colosseum,Rome,Italy,Hotel Bergamo,1,81.59,http://www.booking.com/hotel/it/bergamo-roma.en-gb.html,-1.5389810555912633
Colosseum,Rome,Italy,Crossroad Hotel,1,53.04,https://www.agoda.com/en-gb/crossroad-hotel/hotel/rome-it.html,1.9904536537931987
Colosseum,Rome,Italy,Boutique Hotel Campo de' Fiori,1,54.87,http://www.booking.com/hotel/it/campo-de-fiori.en-gb.html,-3.298888514361523
Colosseum,Rome,Italy,Hotel Madrid,1,116.6,http://www.booking.com/hotel/it/madrid.en-gb.html,3.717755483558572
Colosseum,Rome,Italy,Hotel Cicerone,1,86.4,https://www.agoda.com/en-gb/hotel-cicerone/hotel/rome-it.html,0.6036191722252258
Colosseum,Rome,Italy,Hotel Joli,1,116.53,https://www.agoda.com/en-gb/hotel-joli/hotel/rome-it.html,1.635167266051765
Colosseum,Rome,Italy,Hotel Palace Nardo,2,110.87,http://www.booking.com/hotel/it/palace-nardo.en-gb.html,0.5629887397620956
Colosseum,Rome,Italy,Hotel Duca d'Alba - Chateaux et Hotels Collection,1,96.12,https://www.agoda.com/en-gb/hotel-duca-d-alba-chateaux-et-hotels-collection/hotel/rome-it.html,1.424791308740374
Colosseum,Rome,Italy,Hotel Santa Maura,1,70.33,https://www.agoda.com/en-gb/hotel-santa-maura/hotel/rome-it.html,-2.3674024810671046
Colosseum,Rome,Italy,Hotel Darival Nomentana,2,138.63,http://www.booking.com/hotel/it/darival.en-gb.html,1.0861186315656948
Colosseum,Rome,Italy,Hotel Lunetta,1,26.18,http://www.booking.com/hotel/it/lunetta.en-gb.html,-2.553674085553411
Colosseum,Rome,Italy,Hotel Independent,1,318.62,https://www.agoda.com/en-gb/hotel-independent/hotel/rome-it.html,-1.2594343069768703
Colosseum,Rome,Italy,Hotel Select,1,60.28,https://www.agoda.com/en-gb/hotel-select/hotel/rome-it.html,-0.128790261035508
Colosseum,Rome,Italy,Hampton Inn Rome East,1,64.04,https://www.agoda.com/en-gb/hampton-inn-rome-east_2/hotel/rome-it.html,0.0594360622238408
Colosseum,Rome,Italy,ARS Hotel,1,53.05,https://www.agoda.com/en-gb/ars-hotel/hotel/rome-it.html,-6.066784579693971
Colosseum,Rome,Italy,Dei Borgognoni Hotel,1,155.0,https://www.agoda.com/en-gb/dei-borgognoni-hotel/hotel/rome-it.html,2.2631397369657207
Colosseum,Rome,Italy,Parker Hotel,1,40.02,https://www.agoda.com/en-gb/parker-hotel/hotel/rome-it.html,2.571472130430808
Colosseum,Rome,Italy,Hotel De' Ricci,1,322.49,https://www.agoda.com/en-gb/hotel-de-ricci_2/hotel/rome-it.html,4.125651469519883
Colosseum,Rome,Italy,Hotel Anahi,1,176.53,https://www.agoda.com/en-gb/hotel-anahi_3/hotel/rome-it.html,-1.167599524688922
Colosseum,Rome,Italy,Isa Design Hotel,1,135.63,https://www.agoda.com/en-gb/isa-design-hotel/hotel/rome-it.html,0.137587966641278
Colosseum,Rome,Italy,Seiler Hotel,1,68.31,https://www.agoda.com/en-gb/seiler-hotel/hotel/rome-it.html,3.193251749585524
Colosseum,Rome,Italy,FH Grand Hotel Palatino,1,128.91,https://www.agoda.com/en-gb/fh-grand-hotel-palatino/hotel/rome-it.html,-3.164679735905265
Colosseum,Rome,Italy,Bettoja Massimo D'Azeglio Hotel,1,85.45,https://www.agoda.com/en-gb/bettoja-massimo-d-azeglio-hotel/hotel/rome-it.html,-3.858375438036024
Colosseum,Rome,Italy,Espana Hotel,1,41.06,https://www.agoda.com/en-gb/espana-hotel/hotel/rome-it.html,2.887161096059389
Colosseum,Rome,Italy,Horti 14 Borgo Trastevere,1,247.05,https://www.agoda.com/en-gb/horti-14-borgo-trastevere/hotel/rome-it.html,3.485582154560209
Colosseum,Rome,Italy,Hotel Piazza Venezia,1,230.91,https://www.agoda.com/en-gb/hotel-piazza-venezia/hotel/rome-it.html,-1.629113718529095
Colosseum,Rome,Italy,Torino Hotel,1,56.46,https://www.agoda.com/en-gb/torino-hotel/hotel/rome-it.html,-0.7976093605226608
Colosseum,Rome,Italy,Siviglia Hotel,1,45.96,https://www.agoda.com/en-gb/siviglia-hotel/hotel/rome-it.html,1.45205675085149
Colosseum,Rome,Italy,Fly Deco Hotel,1,99.46,https://www.agoda.com/en-gb/fly-deco-hotel/hotel/rome-it.html,-0.0049795078392342
Colosseum,Rome,Italy,Quality Hotel Rouge et Noir,1,35.24,https://www.agoda.com/en-gb/quality-hotel-rouge-et-noir_3/hotel/rome-it.html,-1.7376741997669405
Colosseum,Rome,Italy,American Palace EUR,1,80.37,https://www.agoda.com/en-gb/american-palace-eur/hotel/rome-it.html,-1.5095262063673454
Colosseum,Rome,Italy,Eliseo Hotel,1,100.46,https://www.agoda.com/en-gb/eliseo-hotel/hotel/rome-it.html,0.5773697222320556
Colosseum,Rome,Italy,The Building Hotel,1,103.03,https://www.agoda.com/en-gb/the-building-hotel/hotel/rome-it.html,4.551600201155866
Colosseum,Rome,Italy,Mascagni Luxury Dependance,1,115.96,https://www.agoda.com/en-gb/mascagni-luxury-dependance_7/hotel/rome-it.html,2.200109237117572
Colosseum,Rome,Italy,Eco Hotel Roma,1,44.2,https://www.agoda.com/en-gb/eco-hotel-roma/hotel/rome-it.html,-1.9801100294816565
Colosseum,Rome,Italy,Hotel Romantica,1,54.25,https://www.agoda.com/en-gb/hotel-romantica/hotel/rome-it.html,-0.7885656997418539
Colosseum,Rome,Italy,Hotel San Francesco,1,71.33,https://www.agoda.com/en-gb/hotel-san-francesco/hotel/rome-it.html,-0.8000296161408618
Colosseum,Rome,Italy,Hotel Regent,1,69.22,https://www.agoda.com/en-gb/hotel-regent/hotel/rome-it.html,2.754210246494784
Colosseum,Rome,Italy,Del Corso Hotel,1,131.87,https://www.agoda.com/en-gb/del-corso-hotel/hotel/rome-it.html,-4.119255825700748
Colosseum,Rome,Italy,Priscilla Hotel,1,37.78,https://www.agoda.com/en-gb/priscilla-hotel/hotel/rome-it.html,-4.46198851628776
Colosseum,Rome,Italy,Gioberti Hotel,1,178.63,https://www.agoda.com/en-gb/gioberti-hotel/hotel/rome-it.html,-4.087141054130784
Colosseum,Rome,Italy,Hotel XX Settembre,1,58.82,https://www.agoda.com/en-gb/hotel-xx-settembre/hotel/rome-it.html,-2.4243543189368784
Colosseum,Rome,Italy,Albergo Bixio,1,60.28,https://www.agoda.com/en-gb/albergo-bixio/hotel/rome-it.html,0.9008683915141212
Colosseum,Rome,Italy,Hotel del Mare,1,54.25,https://www.agoda.com/en-gb/hotel-del-mare/hotel/rome-it.html,-0.1731053152273724
Colosseum,Rome,Italy,Hotel Silva,1,36.62,https://www.agoda.com/en-gb/hotel-silva/hotel/rome-it.html,1.7042665816912432
Colosseum,Rome,Italy,Hotel Apogia Lloyd Rome,1,53.24,https://www.agoda.com/en-gb/hotel-apogia-lloyd-rome/hotel/rome-it.html,4.919842711754289
Colosseum,Rome,Italy,9Hotel Cesari,1,177.62,https://www.agoda.com/en-gb/9hotel-cesari/hotel/rome-it.html,2.7930774557094544
Colosseum,Rome,Italy,Excel Montemario Hotel,1,45.66,https://www.agoda.com/en-gb/excel-montemario-hotel/hotel/rome-it.html,1.437405647919362
Colosseum,Rome,Italy,Hotel Degli Artisti,1,139.24,https://www.agoda.com/en-gb/hotel-degli-artisti/hotel/rome-it.html,0.1465472728394996
Colosseum,Rome,Italy,Best Western Hotel Rome Airport,1,108.5,https://www.agoda.com/en-gb/best-western-hotel-rome-airport/hotel/rome-it.html,-1.4909962749926455
Colosseum,Rome,Italy,B&B Hotel Roma Pietralata,1,38.68,https://www.agoda.com/en-gb/b-b-hotel-roma-pietralata/hotel/rome-it.html,-1.2406074921730337
Colosseum,Rome,Italy,Farnesina Hotel,1,99.46,https://www.agoda.com/en-gb/farnesina-hotel/hotel/rome-it.html,-0.2466979885438972
Colosseum,Rome,Italy,Turner Hotel,1,39.98,https://www.agoda.com/en-gb/turner-hotel/hotel/rome-it.html,-6.394815070790314
Colosseum,Rome,Italy,Mercure Roma Piazza Bologna Hotel,2,70.32,https://www.agoda.com/en-gb/mercure-roma-piazza-bologna-hotel/hotel/rome-it.html,4.085573388976699
Colosseum,Rome,Italy,One Park Hotel,2,60.28,https://www.agoda.com/en-gb/one-park-hotel_3/hotel/rome-it.html,-0.6404320049282244
Colosseum,Rome,Italy,Hotel Caravaggio,1,43.2,https://www.agoda.com/en-gb/hotel-caravaggio/hotel/rome-it.html,0.8572813119625657
Colosseum,Rome,Italy,Hotel Fontanella Borghese,1,79.37,https://www.agoda.com/en-gb/hotel-fontanella-borghese/hotel/rome-it.html,1.1758540918507574
Colosseum,Rome,Italy,Tree Charme Parliament Boutique Hotel,1,250.04,https://www.agoda.com/en-gb/tree-charme-parliament-boutique-hotel/hotel/rome-it.html,3.212442328588625
Colosseum,Rome,Italy,Aldrovandi Residence City Suites,1,81.38,https://www.agoda.com/en-gb/aldrovandi-residence-city-suites/hotel/rome-it.html,0.7000996673102032
Colosseum,Rome,Italy,Hotel La Riva,1,65.3,https://www.agoda.com/en-gb/hotel-la-riva/hotel/rome-it.html,0.1648828066181893
Dachau Concentration Camp Memorial Site,Dachau,Germany,Hotel MODI,1,91.92,https://www.agoda.com/en-gb/hotel-modi/hotel/dachau-de.html,-0.8804031484484032
Dachau Concentration Camp Memorial Site,Dachau,Germany,Hotel Huber garni,1,101.22,https://www.agoda.com/en-gb/hotel-huber-garni/hotel/dachau-de.html,-0.1944896855130828
Eiffel Tower,Paris,France,Hotel du Romancier,1,231.06,https://www.agoda.com/en-gb/hotel-du-romancier/hotel/paris-fr.html,2.651325470887852
